id,Site,SurveyDate,Plane_Height,Area_2D,Area_3D,Volume,Errors,SitePart,ProcessedFile,TripDate,SiteGroup,TripGroup,Full_ID,Max_Volume,Segment,Norm_Vol
21,003l,12/2/2004,minto8K,5980.40114,6253.333941,15261.0362,657.8441254,Eddy,Eddy_Low_Elevation_Zone.csv,12/2/2004,long,na,003l_eddyminto8K,30247.88167,1_UMC,0.50
22,003l,2/2/2008,minto8K,5106.317367,5258.209653,24294.80756,561.6949104,Eddy,Eddy_Low_Elevation_Zone.csv,2/2/2008,long,short,003l_eddyminto8K,30247.88167,1_UMC,0.80
23,003l,3/28/2008,minto8K,6688.14307,6949.823923,10645.6225,735.6957377,Eddy,Eddy_Low_Elevation_Zone.csv,3/28/2008,long,short,003l_eddyminto8K,30247.88167,1_UMC,0.35
0,016l,4/25/1995,minto8K,6233.089357,6964.077254,11229.27224,1121.956084,Channel,Channel_Low_Elevation.csv,4/24/1995,long,long,016l_chanminto8K,21254.77447,1_UMC,0.53
1,016l,2/15/1996,minto8K,6888.042242,7842.254571,11486.36851,1239.847604,Channel,Channel_Low_Elevation.csv,2/13/1996,long,long,016l_chanminto8K,21254.77447,1_UMC,0.54
2,016l,4/17/1996,minto8K,6777.031688,7546.969041,6927.497821,1219.865704,Channel,Channel_Low_Elevation.csv,4/15/1996,long,long,016l_chanminto8K,21254.77447,1_UMC,0.33
3,016l,9/14/1996,minto8K,7163.386746,8230.245101,7401.0841,1289.409614,Channel,Channel_Low_Elevation.csv,9/12/1996,long,long,016l_chanminto8K,21254.77447,1_UMC,0.35
4,016l,2/15/1997,minto8K,7147.109423,7997.40265,8282.116962,1286.479696,Channel,Channel_Low_Elevation.csv,2/13/1997,long,long,016l_chanminto8K,21254.77447,1_UMC,0.39
5,016l,4/21/1997,minto8K,7129.105776,7959.557547,14474.70402,1283.23904,Channel,Channel_Low_Elevation.csv,4/20/1997,long,long,016l_chanminto8K,21254.77447,1_UMC,0.68
6,016l,8/25/1997,minto8K,7163.379653,8182.605428,13368.51145,1289.408337,Channel,Channel_Low_Elevation.csv,8/23/1997,long,long,016l_chanminto8K,21254.77447,1_UMC,0.63
7,016l,4/16/1998,minto8K,7156.094246,8113.910156,15364.24491,1288.096964,Channel,Channel_Low_Elevation.csv,4/15/1998,long,long,016l_chanminto8K,21254.77447,1_UMC,0.72
8,016l,5/5/1999,minto8K,7163.391267,8006.993623,11304.20103,1289.410428,Channel,Channel_Low_Elevation.csv,5/4/1999,long,long,016l_chanminto8K,21254.77447,1_UMC,0.53
9,016l,3/19/2000,minto8K,7163.386746,8010.759679,9723.042197,1289.409614,Channel,Channel_Low_Elevation.csv,3/17/2000,long,long,016l_chanminto8K,21254.77447,1_UMC,0.46
10,016l,8/21/2000,minto8K,7163.396531,8359.633337,7830.785094,1289.411376,Channel,Channel_Low_Elevation.csv,8/19/2000,long,na,016l_chanminto8K,21254.77447,1_UMC,0.37
11,016l,9/10/2000,minto8K,7163.383659,8475.764169,8307.451473,787.9722025,Channel,Channel_Low_Elevation.csv,9/9/2000,long,na,016l_chanminto8K,21254.77447,1_UMC,0.39
12,016l,2/3/2008,minto8K,7163.389784,8321.735117,12296.99442,1289.410161,Channel,Channel_Low_Elevation.csv,2/2/2008,long,short,016l_chanminto8K,21254.77447,1_UMC,0.58
13,016l,3/29/2008,minto8K,7163.383953,8543.269913,7800.141075,1289.409112,Channel,Channel_Low_Elevation.csv,3/28/2008,long,short,016l_chanminto8K,21254.77447,1_UMC,0.37
0,016l,9/29/1990,8kto25k,1294.770011,1307.997141,921.853107,51.79080042,Eddy,Eddy_Fluctuating_Zone.csv,6/10/1990,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.63
1,016l,7/27/1991,8kto25k,1191.573824,1199.050996,747.3919205,47.66295296,Eddy,Eddy_Fluctuating_Zone.csv,7/26/1991,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.51
2,016l,10/16/1992,8kto25k,1770.194381,1777.979971,962.5955539,70.80777524,Eddy,Eddy_Fluctuating_Zone.csv,10/15/1992,long,na,016l_eddy8kto25k,1463.866806,1_UMC,0.66
3,016l,10/8/1993,8kto25k,1005.540185,1014.059997,468.5279143,40.22160739,Eddy,Eddy_Fluctuating_Zone.csv,10/8/1993,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.32
4,016l,4/8/1994,8kto25k,1014.139454,1020.221527,453.5857594,40.56557818,Eddy,Eddy_Fluctuating_Zone.csv,4/7/1994,long,na,016l_eddy8kto25k,1463.866806,1_UMC,0.31
5,016l,11/20/1994,8kto25k,768.1971459,777.9135816,304.3736273,30.72788584,Eddy,Eddy_Fluctuating_Zone.csv,11/20/1994,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.21
6,016l,4/25/1995,8kto25k,940.0369761,951.177267,304.0725599,37.60147904,Eddy,Eddy_Fluctuating_Zone.csv,4/24/1995,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.21
7,016l,2/15/1996,8kto25k,1167.151929,1178.363246,506.6102863,46.68607717,Eddy,Eddy_Fluctuating_Zone.csv,2/13/1996,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.35
8,016l,4/17/1996,8kto25k,997.3397599,1015.033714,1067.614429,39.89359039,Eddy,Eddy_Fluctuating_Zone.csv,4/15/1996,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.73
9,016l,9/14/1996,8kto25k,1134.998813,1146.851192,1009.846861,45.39995252,Eddy,Eddy_Fluctuating_Zone.csv,9/12/1996,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.69
10,016l,2/15/1997,8kto25k,1159.5267,1168.625019,928.0972819,46.381068,Eddy,Eddy_Fluctuating_Zone.csv,2/13/1997,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.63
11,016l,4/21/1997,8kto25k,961.5668272,976.4677678,805.1891606,38.46267309,Eddy,Eddy_Fluctuating_Zone.csv,4/20/1997,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.55
12,016l,8/25/1997,8kto25k,1036.134026,1050.40562,865.9816103,41.44536102,Eddy,Eddy_Fluctuating_Zone.csv,8/23/1997,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.59
13,016l,11/7/1997,8kto25k,686.3792998,702.2392727,577.0056443,27.45517199,Eddy,Eddy_Fluctuating_Zone.csv,11/6/1997,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.39
14,016l,4/16/1998,8kto25k,806.6592131,817.2802559,438.6146629,32.26636852,Eddy,Eddy_Fluctuating_Zone.csv,4/15/1998,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.30
15,016l,5/5/1999,8kto25k,723.6637359,735.3970786,252.9222323,28.94654944,Eddy,Eddy_Fluctuating_Zone.csv,5/4/1999,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.17
16,016l,3/19/2000,8kto25k,762.2233903,771.5771057,268.4539379,30.48893561,Eddy,Eddy_Fluctuating_Zone.csv,3/17/2000,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.18
17,016l,6/4/2000,8kto25k,671.6521621,682.2958228,249.3478449,26.86608648,Eddy,Eddy_Fluctuating_Zone.csv,6/1/2000,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.17
18,016l,8/21/2000,8kto25k,652.9599963,667.4365791,205.4427046,26.11839985,Eddy,Eddy_Fluctuating_Zone.csv,8/19/2000,long,na,016l_eddy8kto25k,1463.866806,1_UMC,0.14
19,016l,9/10/2000,8kto25k,739.4256023,750.9225669,246.5286379,29.57702409,Eddy,Eddy_Fluctuating_Zone.csv,9/9/2000,long,na,016l_eddy8kto25k,1463.866806,1_UMC,0.17
20,016l,10/6/2001,8kto25k,781.4702645,790.0403175,166.589571,31.25881058,Eddy,Eddy_Fluctuating_Zone.csv,10/5/2001,long,long,016l_eddy8kto25k,1463.866806,1_UMC,0.11
21,016l,9/20/2002,8kto25k,830.736861,840.1496695,113.371408,33.22947444,Eddy,Eddy_Fluctuating_Zone.csv,9/20/2002,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.08
22,016l,4/26/2003,8kto25k,878.6186069,888.4491582,95.51627475,35.14474427,Eddy,Eddy_Fluctuating_Zone.csv,4/25/2003,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.07
23,016l,9/21/2003,8kto25k,1036.932182,1046.859546,125.4883527,41.47728726,Eddy,Eddy_Fluctuating_Zone.csv,9/20/2003,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.09
24,016l,12/30/2004,8kto25k,1028.488875,1048.233775,691.0605643,41.13955501,Eddy,Eddy_Fluctuating_Zone.csv,12/2/2004,long,na,016l_eddy8kto25k,1463.866806,1_UMC,0.47
25,016l,5/8/2005,8kto25k,709.084181,722.6566236,287.6674058,28.36336724,Eddy,Eddy_Fluctuating_Zone.csv,5/7/2005,long,na,016l_eddy8kto25k,1463.866806,1_UMC,0.20
26,016l,10/8/2006,8kto25k,1349.093688,1357.789245,294.5549935,53.96374752,Eddy,Eddy_Fluctuating_Zone.csv,10/7/2006,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.20
27,016l,10/14/2007,8kto25k,1113.028085,1122.237219,361.6703196,44.52112341,Eddy,Eddy_Fluctuating_Zone.csv,10/13/2007,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.25
28,016l,2/3/2008,8kto25k,1328.64161,1338.502114,409.8490865,53.14566441,Eddy,Eddy_Fluctuating_Zone.csv,2/2/2008,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.28
29,016l,3/29/2008,8kto25k,937.4667192,959.6738191,850.9811774,37.49866877,Eddy,Eddy_Fluctuating_Zone.csv,3/28/2008,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.58
30,016l,10/12/2008,8kto25k,1045.528248,1055.70384,714.2272952,41.82112992,Eddy,Eddy_Fluctuating_Zone.csv,10/10/2008,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.49
31,016l,10/11/2009,8kto25k,1102.148761,1109.584447,536.2591985,44.08595042,Eddy,Eddy_Fluctuating_Zone.csv,10/10/2009,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.37
32,016l,10/6/2011,8kto25k,1038.3048,1049.064339,568.4162664,41.53219201,Eddy,Eddy_Fluctuating_Zone.csv,10/5/2011,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.39
33,016l,10/4/2012,8kto25k,1163.438349,1172.459499,542.5045961,46.53753394,Eddy,Eddy_Fluctuating_Zone.csv,10/3/2012,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.37
34,016l,9/22/2013,8kto25k,1416.49715,1426.072449,919.7132567,56.659886,Eddy,Eddy_Fluctuating_Zone.csv,9/21/2013,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.63
35,016l,9/25/2014,8kto25k,761.4586126,773.4502749,323.2559694,30.4583445,Eddy,Eddy_Fluctuating_Zone.csv,9/23/2014,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.22
36,016l,9/24/2015,8kto25k,987.3104639,1001.044561,708.7433525,39.49241856,Eddy,Eddy_Fluctuating_Zone.csv,9/22/2015,long,short,016l_eddy8kto25k,1463.866806,1_UMC,0.48
0,016l,9/29/1990,above25k,112.4686575,116.8113954,40.21753564,4.498746301,Eddy,Eddy_High_Elevation_Zone.csv,6/10/1990,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.29
1,016l,7/27/1991,above25k,68.53198417,69.42241726,14.01725782,2.741279367,Eddy,Eddy_High_Elevation_Zone.csv,7/26/1991,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.10
2,016l,10/16/1992,above25k,108.1096218,110.1368749,22.57950317,4.324384873,Eddy,Eddy_High_Elevation_Zone.csv,10/15/1992,long,na,016l_eddyabove25k,139.2288586,1_UMC,0.16
3,016l,10/8/1993,above25k,40.71250802,41.87373348,6.510447428,1.628500321,Eddy,Eddy_High_Elevation_Zone.csv,10/8/1993,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.05
4,016l,4/8/1994,above25k,47.46051651,49.27832347,11.69234042,1.89842066,Eddy,Eddy_High_Elevation_Zone.csv,4/7/1994,long,na,016l_eddyabove25k,139.2288586,1_UMC,0.08
5,016l,11/20/1994,above25k,37.48120858,38.72530548,7.965968642,1.499248343,Eddy,Eddy_High_Elevation_Zone.csv,11/20/1994,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.06
6,016l,4/25/1995,above25k,61.69117854,64.29003462,9.053441819,2.467647142,Eddy,Eddy_High_Elevation_Zone.csv,4/24/1995,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.07
7,016l,2/15/1996,above25k,87.24807567,90.58463625,15.02763239,3.489923027,Eddy,Eddy_High_Elevation_Zone.csv,2/13/1996,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.11
8,016l,4/17/1996,above25k,301.6900301,304.5508295,44.21982545,12.06760121,Eddy,Eddy_High_Elevation_Zone.csv,4/15/1996,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.32
9,016l,9/14/1996,above25k,216.8395013,219.1988552,59.20978555,8.673580053,Eddy,Eddy_High_Elevation_Zone.csv,9/12/1996,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.43
10,016l,2/15/1997,above25k,214.5566873,217.8094471,67.95372817,8.582267491,Eddy,Eddy_High_Elevation_Zone.csv,2/13/1997,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.49
11,016l,4/21/1997,above25k,214.1719155,217.9168654,66.62445084,8.566876621,Eddy,Eddy_High_Elevation_Zone.csv,4/20/1997,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.48
12,016l,8/25/1997,above25k,249.5698818,252.5721157,69.54498363,9.98279527,Eddy,Eddy_High_Elevation_Zone.csv,8/23/1997,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.50
13,016l,11/7/1997,above25k,181.2636136,183.1458238,39.053078,7.250544544,Eddy,Eddy_High_Elevation_Zone.csv,11/6/1997,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.28
14,016l,4/16/1998,above25k,201.3890825,204.7135692,53.77246892,8.0555633,Eddy,Eddy_High_Elevation_Zone.csv,4/15/1998,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.39
15,016l,5/5/1999,above25k,130.7661183,133.4015823,29.46852393,5.230644733,Eddy,Eddy_High_Elevation_Zone.csv,5/4/1999,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.21
16,016l,3/19/2000,above25k,83.03070171,84.41028309,20.67681755,3.321228069,Eddy,Eddy_High_Elevation_Zone.csv,3/17/2000,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.15
17,016l,6/4/2000,above25k,80.9812854,82.4614746,14.24198696,3.239251416,Eddy,Eddy_High_Elevation_Zone.csv,6/1/2000,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.10
18,016l,8/21/2000,above25k,68.1376816,69.22552371,13.0708013,2.725507264,Eddy,Eddy_High_Elevation_Zone.csv,8/19/2000,long,na,016l_eddyabove25k,139.2288586,1_UMC,0.09
19,016l,9/10/2000,above25k,104.309759,105.6134034,20.04710475,4.172390362,Eddy,Eddy_High_Elevation_Zone.csv,9/9/2000,long,na,016l_eddyabove25k,139.2288586,1_UMC,0.14
20,016l,10/6/2001,above25k,87.77474127,90.22449938,17.2448211,3.510989651,Eddy,Eddy_High_Elevation_Zone.csv,10/5/2001,long,long,016l_eddyabove25k,139.2288586,1_UMC,0.12
21,016l,9/20/2002,above25k,91.78598502,94.58326681,14.43115271,3.671439401,Eddy,Eddy_High_Elevation_Zone.csv,9/20/2002,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.10
22,016l,4/26/2003,above25k,92.22821264,95.98182934,17.50630217,3.689128506,Eddy,Eddy_High_Elevation_Zone.csv,4/25/2003,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.13
23,016l,9/21/2003,above25k,87.7570078,90.93905371,12.96160864,3.510280312,Eddy,Eddy_High_Elevation_Zone.csv,9/20/2003,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.09
24,016l,12/30/2004,above25k,97.99224735,100.8697495,11.33262682,3.919689894,Eddy,Eddy_High_Elevation_Zone.csv,12/2/2004,long,na,016l_eddyabove25k,139.2288586,1_UMC,0.08
25,016l,5/8/2005,above25k,95.43282528,99.04835615,14.56782732,3.817313011,Eddy,Eddy_High_Elevation_Zone.csv,5/7/2005,long,na,016l_eddyabove25k,139.2288586,1_UMC,0.10
26,016l,10/8/2006,above25k,94.43133232,98.15275622,14.79603808,3.777253293,Eddy,Eddy_High_Elevation_Zone.csv,10/7/2006,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.11
27,016l,10/14/2007,above25k,92.98686888,96.94553552,13.20251879,3.719474755,Eddy,Eddy_High_Elevation_Zone.csv,10/13/2007,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.09
28,016l,2/3/2008,above25k,94.2483705,98.04636886,14.14460833,3.76993482,Eddy,Eddy_High_Elevation_Zone.csv,2/2/2008,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.10
29,016l,3/29/2008,above25k,187.9624162,191.1462349,26.90500781,7.518496647,Eddy,Eddy_High_Elevation_Zone.csv,3/28/2008,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.19
30,016l,10/12/2008,above25k,155.921075,159.15174,45.40778639,6.236843002,Eddy,Eddy_High_Elevation_Zone.csv,10/10/2008,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.33
31,016l,10/11/2009,above25k,134.0913458,137.6840385,33.77022187,5.363653831,Eddy,Eddy_High_Elevation_Zone.csv,10/10/2009,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.24
32,016l,10/6/2011,above25k,84.13712707,87.25303974,4.951775846,3.365485083,Eddy,Eddy_High_Elevation_Zone.csv,10/5/2011,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.04
33,016l,10/4/2012,above25k,88.43877522,91.50501925,10.97827838,3.537551009,Eddy,Eddy_High_Elevation_Zone.csv,10/3/2012,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.08
34,016l,9/22/2013,above25k,192.7313871,195.8779868,57.63992868,7.709255484,Eddy,Eddy_High_Elevation_Zone.csv,9/21/2013,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.41
35,016l,9/25/2014,above25k,168.923315,173.1941525,56.19671391,6.756932602,Eddy,Eddy_High_Elevation_Zone.csv,9/23/2014,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.40
36,016l,9/24/2015,above25k,255.5148097,258.8953862,70.24796837,10.22059239,Eddy,Eddy_High_Elevation_Zone.csv,9/22/2015,long,short,016l_eddyabove25k,139.2288586,1_UMC,0.50
0,016l,4/25/1995,minto8K,6482.83117,6889.438967,11256.39723,1166.909611,Eddy,Eddy_Low_Elevation_Zone.csv,4/24/1995,long,long,016l_eddyminto8K,26189.64704,1_UMC,0.43
1,016l,2/15/1996,minto8K,6827.285836,7286.489036,14750.5371,1228.91145,Eddy,Eddy_Low_Elevation_Zone.csv,2/13/1996,long,long,016l_eddyminto8K,26189.64704,1_UMC,0.56
2,016l,4/17/1996,minto8K,6839.673942,7365.966011,12430.22314,1231.14131,Eddy,Eddy_Low_Elevation_Zone.csv,4/15/1996,long,long,016l_eddyminto8K,26189.64704,1_UMC,0.47
3,016l,9/14/1996,minto8K,6769.746234,7242.223461,13487.87409,1218.554322,Eddy,Eddy_Low_Elevation_Zone.csv,9/12/1996,long,long,016l_eddyminto8K,26189.64704,1_UMC,0.52
4,016l,2/15/1997,minto8K,6777.197671,7340.463059,17909.2147,1219.895581,Eddy,Eddy_Low_Elevation_Zone.csv,2/13/1997,long,long,016l_eddyminto8K,26189.64704,1_UMC,0.68
5,016l,4/21/1997,minto8K,6767.763965,7261.246122,18960.69625,1218.197514,Eddy,Eddy_Low_Elevation_Zone.csv,4/20/1997,long,long,016l_eddyminto8K,26189.64704,1_UMC,0.72
6,016l,8/25/1997,minto8K,6865.823747,7308.253295,19978.96794,1235.848274,Eddy,Eddy_Low_Elevation_Zone.csv,8/23/1997,long,long,016l_eddyminto8K,26189.64704,1_UMC,0.76
7,016l,4/16/1998,minto8K,7142.383426,7591.177331,20328.19333,1285.629017,Eddy,Eddy_Low_Elevation_Zone.csv,4/15/1998,long,long,016l_eddyminto8K,26189.64704,1_UMC,0.78
8,016l,5/5/1999,minto8K,7289.255548,7798.503935,9549.899824,1312.065999,Eddy,Eddy_Low_Elevation_Zone.csv,5/4/1999,long,long,016l_eddyminto8K,26189.64704,1_UMC,0.36
9,016l,3/19/2000,minto8K,7240.926903,7661.129856,13400.03171,1303.366843,Eddy,Eddy_Low_Elevation_Zone.csv,3/17/2000,long,long,016l_eddyminto8K,26189.64704,1_UMC,0.51
10,016l,8/21/2000,minto8K,7055.696521,7680.783569,7029.525297,1270.025374,Eddy,Eddy_Low_Elevation_Zone.csv,8/19/2000,long,na,016l_eddyminto8K,26189.64704,1_UMC,0.27
11,016l,9/10/2000,minto8K,7275.028955,7812.248581,12140.92043,800.253185,Eddy,Eddy_Low_Elevation_Zone.csv,9/9/2000,long,na,016l_eddyminto8K,26189.64704,1_UMC,0.46
12,016l,2/3/2008,minto8K,6728.595676,7216.61168,15919.5584,740.1455243,Eddy,Eddy_Low_Elevation_Zone.csv,2/2/2008,long,short,016l_eddyminto8K,26189.64704,1_UMC,0.61
13,016l,3/29/2008,minto8K,7006.842462,7575.05165,8586.372985,770.7526708,Eddy,Eddy_Low_Elevation_Zone.csv,3/28/2008,long,short,016l_eddyminto8K,26189.64704,1_UMC,0.33
0,022r,4/26/1995,minto8K,6797.391323,7269.60509,6192.791021,1223.530438,Channel,Channel_Low_Elevation.csv,4/24/1995,long,long,022r_chanminto8K,12253.2072,1_UMC,0.51
1,022r,2/16/1996,minto8K,6726.562109,7061.651249,7639.280372,1210.78118,Channel,Channel_Low_Elevation.csv,2/13/1996,long,long,022r_chanminto8K,12253.2072,1_UMC,0.62
2,022r,4/17/1996,minto8K,6797.391323,7128.027546,3702.163254,1223.530438,Channel,Channel_Low_Elevation.csv,4/15/1996,long,long,022r_chanminto8K,12253.2072,1_UMC,0.30
3,022r,9/15/1996,minto8K,6797.391323,7150.415642,3313.711836,1223.530438,Channel,Channel_Low_Elevation.csv,9/12/1996,long,long,022r_chanminto8K,12253.2072,1_UMC,0.27
4,022r,2/15/1997,minto8K,6797.391323,7220.772828,4629.981446,1223.530438,Channel,Channel_Low_Elevation.csv,2/13/1997,long,long,022r_chanminto8K,12253.2072,1_UMC,0.38
5,022r,4/22/1997,minto8K,6797.391323,7147.407806,6944.106591,1223.530438,Channel,Channel_Low_Elevation.csv,4/20/1997,long,long,022r_chanminto8K,12253.2072,1_UMC,0.57
6,022r,8/26/1997,minto8K,6797.389374,7176.530761,7082.453747,1223.530087,Channel,Channel_Low_Elevation.csv,8/23/1997,long,long,022r_chanminto8K,12253.2072,1_UMC,0.58
7,022r,4/16/1998,minto8K,6788.638662,7147.998166,8856.726847,1221.954959,Channel,Channel_Low_Elevation.csv,4/15/1998,long,long,022r_chanminto8K,12253.2072,1_UMC,0.72
8,022r,5/7/1999,minto8K,6797.389835,7316.578116,6595.347911,1223.53017,Channel,Channel_Low_Elevation.csv,5/4/1999,long,long,022r_chanminto8K,12253.2072,1_UMC,0.54
9,022r,3/20/2000,minto8K,6793.348841,7158.38374,6386.544793,1222.802791,Channel,Channel_Low_Elevation.csv,3/17/2000,long,long,022r_chanminto8K,12253.2072,1_UMC,0.52
10,022r,6/5/2000,minto8K,6709.232566,7236.906316,5223.278155,1207.661862,Channel,Channel_Low_Elevation.csv,6/1/2000,long,long,022r_chanminto8K,12253.2072,1_UMC,0.43
11,022r,8/22/2000,minto8K,6723.942712,7110.247689,5144.320981,1210.309688,Channel,Channel_Low_Elevation.csv,8/19/2000,long,na,022r_chanminto8K,12253.2072,1_UMC,0.42
12,022r,9/11/2000,minto8K,6789.506793,7123.338075,5454.412451,746.8457473,Channel,Channel_Low_Elevation.csv,9/9/2000,long,na,022r_chanminto8K,12253.2072,1_UMC,0.45
13,022r,4/30/2002,minto8K,6797.391323,7214.075423,5790.838661,747.7130456,Channel,Channel_Low_Elevation.csv,4/27/2002,long,na,022r_chanminto8K,12253.2072,1_UMC,0.47
14,022r,11/14/2004,minto8K,6797.388469,7368.024772,6130.962981,747.7127315,Channel,Channel_Low_Elevation.csv,11/13/2004,long,na,022r_chanminto8K,12253.2072,1_UMC,0.50
15,022r,12/3/2004,minto8K,6797.388469,7315.455731,4113.017961,747.7127315,Channel,Channel_Low_Elevation.csv,12/2/2004,long,na,022r_chanminto8K,12253.2072,1_UMC,0.34
16,022r,2/3/2008,minto8K,6778.295265,7241.359417,5050.652451,1220.093148,Channel,Channel_Low_Elevation.csv,2/2/2008,long,short,022r_chanminto8K,12253.2072,1_UMC,0.41
17,022r,3/29/2008,minto8K,6797.388469,7222.47487,3795.380807,1223.529924,Channel,Channel_Low_Elevation.csv,3/28/2008,long,short,022r_chanminto8K,12253.2072,1_UMC,0.31
0,022r,9/30/1990,8kto25k,1074.474004,1098.564348,791.2563108,42.97896014,Eddy,Eddy_Fluctuating_Zone.csv,6/10/1990,long,long,022r_eddy8kto25k,3931.185781,1_UMC,0.20
1,022r,7/27/1991,8kto25k,1149.722507,1177.232511,758.0820101,45.98890027,Eddy,Eddy_Fluctuating_Zone.csv,7/26/1991,long,long,022r_eddy8kto25k,3931.185781,1_UMC,0.19
2,022r,10/25/1991,8kto25k,1065.8496,1092.215715,460.7772975,42.63398402,Eddy,Eddy_Fluctuating_Zone.csv,11/1/1991,long,na,022r_eddy8kto25k,3931.185781,1_UMC,0.12
3,022r,10/16/1992,8kto25k,1168.01049,1193.909882,432.6394556,46.72041958,Eddy,Eddy_Fluctuating_Zone.csv,10/15/1992,long,na,022r_eddy8kto25k,3931.185781,1_UMC,0.11
4,022r,4/2/1993,8kto25k,1481.693567,1506.606995,565.602983,59.26774269,Eddy,Eddy_Fluctuating_Zone.csv,4/1/1993,long,na,022r_eddy8kto25k,3931.185781,1_UMC,0.14
5,022r,10/8/1993,8kto25k,1679.476627,1708.656131,1011.919049,67.17906507,Eddy,Eddy_Fluctuating_Zone.csv,10/8/1993,long,long,022r_eddy8kto25k,3931.185781,1_UMC,0.26
6,022r,4/9/1994,8kto25k,1718.853755,1745.141193,970.6039684,68.7541502,Eddy,Eddy_Fluctuating_Zone.csv,4/7/1994,long,na,022r_eddy8kto25k,3931.185781,1_UMC,0.25
7,022r,11/21/1994,8kto25k,1452.690656,1477.722766,990.4436483,58.10762625,Eddy,Eddy_Fluctuating_Zone.csv,11/20/1994,long,long,022r_eddy8kto25k,3931.185781,1_UMC,0.25
8,022r,4/26/1995,8kto25k,1799.715965,1824.439939,1061.020833,71.98863859,Eddy,Eddy_Fluctuating_Zone.csv,4/24/1995,long,long,022r_eddy8kto25k,3931.185781,1_UMC,0.27
9,022r,2/16/1996,8kto25k,1379.749946,1411.771941,536.6150503,55.18999784,Eddy,Eddy_Fluctuating_Zone.csv,2/13/1996,long,long,022r_eddy8kto25k,3931.185781,1_UMC,0.14
10,022r,4/17/1996,8kto25k,1036.38585,1074.184861,1280.544186,41.455434,Eddy,Eddy_Fluctuating_Zone.csv,4/15/1996,long,long,022r_eddy8kto25k,3931.185781,1_UMC,0.33
11,022r,9/15/1996,8kto25k,717.3714575,753.6473998,752.4682558,28.6948583,Eddy,Eddy_Fluctuating_Zone.csv,9/12/1996,long,long,022r_eddy8kto25k,3931.185781,1_UMC,0.19
12,022r,2/15/1997,8kto25k,772.9316137,818.7299222,731.5584794,30.91726455,Eddy,Eddy_Fluctuating_Zone.csv,2/13/1997,long,long,022r_eddy8kto25k,3931.185781,1_UMC,0.19
